Yaş,İşten Ayrılma,İş Seyahati,Günlük Ücret,Departman,Evden Uzaklık,Eğitim Seviyesi,Eğitim Alanı,Çalışan Sayısı,Sicil No,Çevresel Memnuniyet,Cinsiyet,Saat Ücreti,İşe Katılım,İş Seviyesi,İş Rolü,İş Memnuniyeti,Medeni Durum,Aylık Gelir,Aylık Ücret,Daha Önce Çalışılan İşyeri Sayısı,Fazla Mesai,Ücret Artış Yüzdesi,Performans Skoru,İş Arkadaşlarından  Memnuniyeti,Standart Çalışma Saati,Hisse Seçeneği Seviyesi,Kıdem,Geçen Yıl Katılınan Eğitim Sayısı,İş-Yaşam Dengesi Skoru,Şirketteki Kıdemi,Mevcut Pozisyonda Geçen Yıl,Son Terfiden Bu Yana Geçen Yıl,Mevcut Yöneticiyle Geçen Yıl
26,Hayır,Sık Seyahat,921,Araştırma ve Geliştirme,1,1,Tıp,1,1068,1,Kadın,66,2,1,Araştırma Bilimcisi,3,Boşanmış,2007,25265,1,Hayır,13,3,3,80,2,5,5,3,5,3,1,3
46,Hayır,Seyrek Seyahat,430,Araştırma ve Geliştirme,1,4,Tıp,1,1069,4,Erkek,40,3,5,Araştırma Direktörü,4,Boşanmış,19627,21445,9,Hayır,17,3,4,80,2,23,0,3,2,2,2,2
54,Hayır,Seyrek Seyahat,1082,Satış,2,4,Fen Bilimleri,1,1070,3,Kadın,41,2,3,Satış Yöneticisi,3,Evli,10686,8392,6,Hayır,11,3,2,80,1,13,4,3,9,4,7,0
56,Hayır,Sık Seyahat,1240,Araştırma ve Geliştirme,9,3,Tıp,1,1071,1,Kadın,63,3,1,Araştırma Bilimcisi,3,Evli,2942,12154,2,Hayır,19,3,2,80,1,18,4,3,5,4,0,3
36,Hayır,Seyrek Seyahat,796,Araştırma ve Geliştirme,12,5,Tıp,1,1073,4,Kadın,51,2,3,Üretim Direktörü,4,Bekar,8858,15669,0,Hayır,11,3,2,80,0,15,2,2,14,8,7,8
55,Hayır,Seyahat Etmez,444,Araştırma ve Geliştirme,2,1,Tıp,1,1074,3,Erkek,40,2,4,Yönetici,1,Bekar,16756,17323,7,Hayır,15,3,2,80,0,31,3,4,9,7,6,2
43,Hayır,Seyrek Seyahat,415,Satış,25,3,Tıp,1,1076,3,Erkek,79,2,3,Satış Yöneticisi,4,Boşanmış,10798,5268,5,Hayır,13,3,3,80,1,18,5,3,1,0,0,0
20,Evet,Sık Seyahat,769,Satış,9,3,Pazarlama,1,1077,4,Kadın,54,3,1,Satış Temsilcisi,4,Bekar,2323,17205,1,Evet,14,3,2,80,0,2,3,3,2,2,0,2
21,Evet,Seyrek Seyahat,1334,Araştırma ve Geliştirme,10,3,Fen Bilimleri,1,1079,3,Kadın,36,2,1,Laboratuvar Teknikeri,1,Bekar,1416,17258,1,Hayır,13,3,1,80,0,1,6,2,1,0,1,0
46,Hayır,Seyrek Seyahat,1003,Araştırma ve Geliştirme,8,4,Fen Bilimleri,1,1080,4,Kadın,74,2,2,Araştırma Bilimcisi,1,Boşanmış,4615,21029,8,Evet,23,4,1,80,3,19,2,3,16,13,1,7
51,Evet,Seyrek Seyahat,1323,Araştırma ve Geliştirme,4,4,Fen Bilimleri,1,1081,1,Erkek,34,3,1,Araştırma Bilimcisi,3,Evli,2461,10332,9,Evet,12,3,3,80,3,18,2,4,10,0,2,7
28,Evet,Seyahat Etmez,1366,Araştırma ve Geliştirme,24,2,Mühendislik,1,1082,2,Erkek,72,2,3,Sağlık Temsilcisi,1,Bekar,8722,12355,1,Hayır,12,3,1,80,0,10,2,2,10,7,1,9
26,Hayır,Seyrek Seyahat,192,Araştırma ve Geliştirme,1,2,Tıp,1,1083,1,Erkek,59,2,1,Laboratuvar Teknikeri,1,Evli,3955,11141,1,Hayır,16,3,1,80,2,6,2,3,5,3,1,3
30,Hayır,Seyrek Seyahat,1176,Araştırma ve Geliştirme,20,3,Diğer,1,1084,3,Erkek,85,3,2,Üretim Direktörü,1,Evli,9957,9096,0,Hayır,15,3,3,80,1,7,1,2,6,2,0,2
41,Hayır,Seyrek Seyahat,509,Araştırma ve Geliştirme,7,2,Mühendislik,1,1085,2,Kadın,43,4,1,Araştırma Bilimcisi,3,Evli,3376,18863,1,Hayır,13,3,3,80,0,10,3,3,10,6,0,8
38,Hayır,Seyrek Seyahat,330,Araştırma ve Geliştirme,17,1,Fen Bilimleri,1,1088,3,Kadın,65,2,3,Sağlık Temsilcisi,3,Evli,8823,24608,0,Hayır,18,3,1,80,1,20,4,2,19,9,1,9
40,Hayır,Seyrek Seyahat,1492,Araştırma ve Geliştirme,20,4,Mühendislik,1,1092,1,Erkek,61,3,3,Sağlık Temsilcisi,4,Evli,10322,26542,4,Hayır,20,4,4,80,1,14,6,3,11,10,11,1
27,Hayır,Seyahat Etmez,1277,Araştırma ve Geliştirme,8,5,Fen Bilimleri,1,1094,1,Erkek,87,1,1,Laboratuvar Teknikeri,3,Evli,4621,5869,1,Hayır,19,3,4,80,3,3,4,3,3,2,1,2
55,Hayır,Sık Seyahat,1091,Araştırma ve Geliştirme,2,1,Fen Bilimleri,1,1096,4,Erkek,65,3,3,Üretim Direktörü,2,Evli,10976,15813,3,Hayır,18,3,2,80,1,23,4,3,3,2,1,2
28,Hayır,Seyrek Seyahat,857,Araştırma ve Geliştirme,10,3,Diğer,1,1097,3,Kadın,59,3,2,Araştırma Bilimcisi,3,Bekar,3660,7909,3,Hayır,13,3,4,80,0,10,4,4,8,7,1,7
44,Evet,Seyrek Seyahat,1376,İnsan Kaynakları,1,2,Tıp,1,1098,2,Erkek,91,2,3,İnsan Kaynakları,1,Evli,10482,2326,9,Hayır,14,3,4,80,1,24,1,3,20,6,3,6
33,Hayır,Seyrek Seyahat,654,Araştırma ve Geliştirme,5,3,Fen Bilimleri,1,1099,4,Erkek,34,2,3,Sağlık Temsilcisi,4,Boşanmış,7119,21214,4,Hayır,15,3,3,80,1,9,2,3,3,2,1,2
35,Evet,Seyrek Seyahat,1204,Satış,4,3,Mühendislik,1,1100,4,Erkek,86,3,3,Satış Yöneticisi,1,Bekar,9582,10333,0,Evet,22,4,1,80,0,9,2,3,8,7,4,7
33,Evet,Sık Seyahat,827,Araştırma ve Geliştirme,29,4,Tıp,1,1101,1,Kadın,54,2,2,Araştırma Bilimcisi,3,Bekar,4508,3129,1,Hayır,22,4,2,80,0,14,4,3,13,7,3,8
28,Hayır,Seyrek Seyahat,895,Araştırma ve Geliştirme,15,2,Fen Bilimleri,1,1102,1,Erkek,50,3,1,Laboratuvar Teknikeri,3,Boşanmış,2207,22482,1,Hayır,16,3,4,80,1,4,5,2,4,2,2,2
34,Hayır,Sık Seyahat,618,Araştırma ve Geliştirme,3,1,Fen Bilimleri,1,1103,1,Erkek,45,3,2,Sağlık Temsilcisi,4,Bekar,7756,22266,0,Hayır,17,3,3,80,0,7,1,2,6,2,0,4
37,Hayır,Seyrek Seyahat,309,Satış,10,4,Fen Bilimleri,1,1105,4,Kadın,88,2,2,Satış Yöneticisi,4,Boşanmış,6694,24223,2,Evet,14,3,3,80,3,8,5,3,1,0,0,0
25,Evet,Seyrek Seyahat,1219,Araştırma ve Geliştirme,4,1,Mühendislik,1,1106,4,Erkek,32,3,1,Laboratuvar Teknikeri,4,Evli,3691,4605,1,Evet,15,3,2,80,1,7,3,4,7,7,5,6
26,Evet,Seyrek Seyahat,1330,Araştırma ve Geliştirme,21,3,Tıp,1,1107,1,Erkek,37,3,1,Laboratuvar Teknikeri,3,Boşanmış,2377,19373,1,Hayır,20,4,3,80,1,1,0,2,1,1,0,0
33,Evet,Seyrek Seyahat,1017,Araştırma ve Geliştirme,25,3,Tıp,1,1108,1,Erkek,55,2,1,Araştırma Bilimcisi,2,Bekar,2313,2993,4,Evet,20,4,2,80,0,5,0,3,2,2,2,2
42,Hayır,Seyrek Seyahat,469,Araştırma ve Geliştirme,2,2,Tıp,1,1109,4,Erkek,35,3,4,Yönetici,1,Evli,17665,14399,0,Hayır,17,3,4,80,1,23,3,3,22,6,13,7
28,Evet,Sık Seyahat,1009,Araştırma ve Geliştirme,1,3,Tıp,1,1111,1,Erkek,45,2,1,Laboratuvar Teknikeri,2,Boşanmış,2596,7160,1,Hayır,15,3,1,80,2,1,2,3,1,0,0,0
50,Evet,Sık Seyahat,959,Satış,1,4,Diğer,1,1113,4,Erkek,81,3,2,Satış Yöneticisi,3,Bekar,4728,17251,3,Evet,14,3,4,80,0,5,4,3,0,0,0,0
33,Hayır,Sık Seyahat,970,Satış,7,3,Fen Bilimleri,1,1114,4,Kadın,30,3,2,Satış Yöneticisi,2,Evli,4302,13401,0,Hayır,17,3,3,80,1,4,3,3,3,2,0,2
34,Hayır,Seyahat Etmez,697,Araştırma ve Geliştirme,3,4,Fen Bilimleri,1,1115,3,Erkek,40,2,1,Araştırma Bilimcisi,4,Evli,2979,22478,3,Hayır,17,3,4,80,3,6,2,3,0,0,0,0
48,Hayır,Seyahat Etmez,1262,Araştırma ve Geliştirme,1,4,Tıp,1,1116,1,Erkek,35,4,4,Yönetici,4,Bekar,16885,16154,2,Hayır,22,4,3,80,0,27,3,2,5,4,2,1
45,Hayır,Seyahat Etmez,1050,Satış,9,4,Fen Bilimleri,1,1117,2,Kadın,65,2,2,Satış Yöneticisi,3,Evli,5593,17970,1,Hayır,13,3,4,80,1,15,2,3,15,10,4,12
52,Hayır,Seyrek Seyahat,994,Araştırma ve Geliştirme,7,4,Fen Bilimleri,1,1118,2,Erkek,87,3,3,Sağlık Temsilcisi,2,Bekar,10445,15322,7,Hayır,19,3,4,80,0,18,4,3,8,6,4,0
38,Hayır,Seyrek Seyahat,770,Satış,10,4,Pazarlama,1,1119,3,Erkek,73,2,3,Satış Yöneticisi,3,Boşanmış,8740,5569,0,Evet,14,3,2,80,2,9,2,3,8,7,2,7
29,Hayır,Seyrek Seyahat,1107,Araştırma ve Geliştirme,28,4,Fen Bilimleri,1,1120,3,Kadın,93,3,1,Araştırma Bilimcisi,4,Boşanmış,2514,26968,4,Hayır,22,4,1,80,1,11,1,3,7,5,1,7
28,Hayır,Seyrek Seyahat,950,Araştırma ve Geliştirme,3,3,Tıp,1,1121,4,Kadın,93,3,3,Üretim Direktörü,2,Boşanmış,7655,8039,0,Hayır,17,3,2,80,3,10,3,2,9,7,1,7
46,Hayır,Seyrek Seyahat,406,Satış,3,1,Pazarlama,1,1124,1,Erkek,52,3,4,Yönetici,3,Evli,17465,15596,3,Hayır,12,3,4,80,1,23,3,3,12,9,4,9
38,Hayır,Seyrek Seyahat,130,Satış,2,2,Pazarlama,1,1125,4,Erkek,32,3,3,Satış Yöneticisi,2,Bekar,7351,20619,7,Hayır,16,3,3,80,0,10,2,3,1,0,0,0
43,Hayır,Sık Seyahat,1082,Araştırma ve Geliştirme,27,3,Fen Bilimleri,1,1126,3,Kadın,83,3,3,Üretim Direktörü,1,Evli,10820,11535,8,Hayır,11,3,3,80,1,18,1,3,8,7,0,1
39,Evet,Sık Seyahat,203,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,1127,1,Erkek,84,3,4,Sağlık Temsilcisi,4,Boşanmış,12169,13547,7,Hayır,11,3,4,80,3,21,4,3,18,7,11,5
40,Hayır,Seyrek Seyahat,1308,Araştırma ve Geliştirme,14,3,Tıp,1,1128,3,Erkek,44,2,5,Araştırma Direktörü,3,Bekar,19626,17544,1,Hayır,14,3,1,80,0,21,2,4,20,7,4,9
21,Hayır,Seyrek Seyahat,984,Araştırma ve Geliştirme,1,1,Mühendislik,1,1131,4,Kadın,70,2,1,Araştırma Bilimcisi,2,Bekar,2070,25326,1,Evet,11,3,3,80,0,2,6,4,2,2,2,2
39,Hayır,Seyahat Etmez,439,Araştırma ve Geliştirme,9,3,Fen Bilimleri,1,1132,3,Erkek,70,3,2,Laboratuvar Teknikeri,2,Bekar,6782,8770,9,Hayır,15,3,3,80,0,9,2,2,5,4,0,3
36,Hayır,Seyahat Etmez,217,Araştırma ve Geliştirme,18,4,Fen Bilimleri,1,1133,1,Erkek,78,3,2,Üretim Direktörü,4,Bekar,7779,23238,2,Hayır,20,4,1,80,0,18,0,3,11,9,0,9
31,Hayır,Sık Seyahat,793,Satış,20,3,Fen Bilimleri,1,1135,3,Erkek,67,4,1,Satış Temsilcisi,4,Evli,2791,21981,0,Hayır,12,3,1,80,1,3,4,3,2,2,2,2
28,Hayır,Seyrek Seyahat,1451,Araştırma ve Geliştirme,2,1,Fen Bilimleri,1,1136,1,Erkek,67,2,1,Araştırma Bilimcisi,2,Evli,3201,19911,0,Hayır,17,3,1,80,0,6,2,1,5,3,0,4
35,Hayır,Sık Seyahat,1182,Satış,11,2,Pazarlama,1,1137,4,Erkek,54,3,2,Satış Yöneticisi,4,Boşanmış,4968,18500,1,Hayır,11,3,4,80,1,5,3,3,5,2,0,2
49,Hayır,Seyrek Seyahat,174,Satış,8,4,Mühendislik,1,1138,4,Erkek,56,2,4,Satış Yöneticisi,2,Evli,13120,11879,6,Hayır,17,3,2,80,1,22,3,3,9,8,2,3
34,Hayır,Sık Seyahat,1003,Araştırma ve Geliştirme,2,2,Fen Bilimleri,1,1140,4,Erkek,95,3,2,Üretim Direktörü,3,Bekar,4033,15834,2,Hayır,11,3,4,80,0,5,3,2,3,2,0,2
29,Hayır,Sık Seyahat,490,Araştırma ve Geliştirme,10,3,Fen Bilimleri,1,1143,4,Kadın,61,3,1,Araştırma Bilimcisi,2,Boşanmış,3291,17940,0,Hayır,14,3,4,80,2,8,2,2,7,5,1,1
42,Hayır,Seyrek Seyahat,188,Araştırma ve Geliştirme,29,3,Tıp,1,1148,2,Erkek,56,1,2,Laboratuvar Teknikeri,4,Bekar,4272,9558,4,Hayır,19,3,1,80,0,16,3,3,1,0,0,0
29,Hayır,Seyrek Seyahat,718,Araştırma ve Geliştirme,8,1,Tıp,1,1150,2,Erkek,79,2,2,Üretim Direktörü,4,Evli,5056,17689,1,Evet,15,3,3,80,1,10,2,2,10,7,1,2
38,Hayır,Seyrek Seyahat,433,İnsan Kaynakları,1,3,İnsan Kaynakları,1,1152,3,Erkek,37,4,1,İnsan Kaynakları,3,Evli,2844,6004,1,Hayır,13,3,4,80,1,7,2,4,7,6,5,0
28,Hayır,Sık Seyahat,773,Araştırma ve Geliştirme,6,3,Fen Bilimleri,1,1154,3,Erkek,39,2,1,Araştırma Bilimcisi,3,Boşanmış,2703,22088,1,Evet,14,3,4,80,1,3,2,3,3,1,0,2
18,Evet,Seyahat Etmez,247,Araştırma ve Geliştirme,8,1,Tıp,1,1156,3,Erkek,80,3,1,Laboratuvar Teknikeri,3,Bekar,1904,13556,1,Hayır,12,3,4,80,0,0,0,3,0,0,0,0
33,Evet,Seyrek Seyahat,603,Satış,9,4,Pazarlama,1,1157,1,Kadın,77,3,2,Satış Yöneticisi,1,Bekar,8224,18385,0,Evet,17,3,1,80,0,6,3,3,5,2,0,3
41,Hayır,Seyrek Seyahat,167,Araştırma ve Geliştirme,12,4,Fen Bilimleri,1,1158,2,Erkek,46,3,1,Laboratuvar Teknikeri,4,Evli,4766,9051,3,Evet,11,3,1,80,1,6,4,3,1,0,0,0
31,Evet,Sık Seyahat,874,Araştırma ve Geliştirme,15,3,Tıp,1,1160,3,Erkek,72,3,1,Laboratuvar Teknikeri,3,Evli,2610,6233,1,Hayır,12,3,3,80,1,2,5,2,2,2,2,2
37,Hayır,Seyrek Seyahat,367,Araştırma ve Geliştirme,25,2,Tıp,1,1161,3,Kadın,52,2,2,Sağlık Temsilcisi,4,Boşanmış,5731,17171,7,Hayır,13,3,3,80,2,9,2,3,6,2,1,3
27,Hayır,Seyrek Seyahat,199,Araştırma ve Geliştirme,6,3,Fen Bilimleri,1,1162,4,Erkek,55,2,1,Araştırma Bilimcisi,3,Evli,2539,7950,1,Hayır,13,3,3,80,1,4,0,3,4,2,2,2
34,Hayır,Seyrek Seyahat,1400,Satış,9,1,Fen Bilimleri,1,1163,2,Kadın,70,3,2,Satış Yöneticisi,3,Evli,5714,5829,1,Hayır,20,4,1,80,0,6,3,2,6,5,1,3
35,Hayır,Seyrek Seyahat,528,İnsan Kaynakları,8,4,Mühendislik,1,1164,3,Erkek,100,3,1,İnsan Kaynakları,3,Bekar,4323,7108,1,Hayır,17,3,2,80,0,6,2,1,5,4,1,4
29,Evet,Seyrek Seyahat,408,Satış,23,1,Fen Bilimleri,1,1165,4,Kadın,45,2,3,Satış Yöneticisi,1,Evli,7336,11162,1,Hayır,13,3,1,80,1,11,3,1,11,8,3,10
40,Hayır,Sık Seyahat,593,Araştırma ve Geliştirme,9,4,Tıp,1,1166,2,Kadın,88,3,3,Araştırma Direktörü,3,Bekar,13499,13782,9,Hayır,17,3,3,80,0,20,3,2,18,7,2,13
42,Evet,Sık Seyahat,481,Satış,12,3,Fen Bilimleri,1,1167,3,Erkek,44,3,4,Satış Yöneticisi,1,Bekar,13758,2447,0,Evet,12,3,2,80,0,22,2,2,21,9,13,14
42,Hayır,Seyrek Seyahat,647,Satış,4,4,Pazarlama,1,1171,2,Erkek,45,3,2,Satış Yöneticisi,1,Bekar,5155,2253,7,Hayır,13,3,4,80,0,9,3,4,6,4,1,5
35,Hayır,Seyrek Seyahat,982,Araştırma ve Geliştirme,1,4,Tıp,1,1172,4,Erkek,58,2,1,Laboratuvar Teknikeri,3,Evli,2258,16340,6,Hayır,12,3,2,80,1,10,2,3,8,0,1,7
24,Hayır,Seyrek Seyahat,477,Araştırma ve Geliştirme,24,3,Tıp,1,1173,4,Erkek,49,3,1,Laboratuvar Teknikeri,2,Bekar,3597,6409,8,Hayır,22,4,4,80,0,6,2,3,4,3,1,2
28,Evet,Seyrek Seyahat,1485,Araştırma ve Geliştirme,12,1,Fen Bilimleri,1,1175,3,Kadın,79,3,1,Laboratuvar Teknikeri,4,Evli,2515,22955,1,Evet,11,3,4,80,0,1,4,2,1,1,0,0
26,Hayır,Seyrek Seyahat,1384,Araştırma ve Geliştirme,3,4,Tıp,1,1177,1,Erkek,82,4,1,Laboratuvar Teknikeri,4,Evli,4420,13421,1,Hayır,22,4,2,80,1,8,2,3,8,7,0,7
30,Hayır,Seyrek Seyahat,852,Satış,10,3,Pazarlama,1,1179,3,Erkek,72,2,2,Satış Yöneticisi,3,Evli,6578,2706,1,Hayır,18,3,1,80,1,10,3,3,10,3,1,4
40,Hayır,Sık Seyahat,902,Araştırma ve Geliştirme,26,2,Tıp,1,1180,3,Kadın,92,2,2,Araştırma Bilimcisi,4,Evli,4422,21203,3,Evet,13,3,4,80,1,16,3,1,1,1,0,0
35,Hayır,Seyrek Seyahat,819,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,1182,3,Erkek,44,2,3,Üretim Direktörü,2,Boşanmış,10274,19588,2,Hayır,18,3,2,80,1,15,2,4,7,7,6,4
34,Hayır,Sık Seyahat,669,Araştırma ve Geliştirme,1,3,Tıp,1,1184,4,Erkek,97,2,2,Sağlık Temsilcisi,1,Bekar,5343,25755,0,Hayır,20,4,3,80,0,14,3,3,13,9,4,9
35,Hayır,Sık Seyahat,636,Araştırma ve Geliştirme,4,4,Diğer,1,1185,4,Erkek,47,2,1,Laboratuvar Teknikeri,4,Evli,2376,26537,1,Hayır,13,3,2,80,1,2,2,4,2,2,2,2
43,Evet,Seyrek Seyahat,1372,Satış,9,3,Pazarlama,1,1188,1,Kadın,85,1,2,Satış Yöneticisi,3,Bekar,5346,9489,8,Hayır,13,3,2,80,0,7,2,2,4,3,1,3
32,Hayır,Seyahat Etmez,862,Satış,2,1,Fen Bilimleri,1,1190,3,Kadın,76,3,1,Satış Temsilcisi,1,Boşanmış,2827,14947,1,Hayır,12,3,3,80,3,1,3,3,1,0,0,0
56,Hayır,Seyrek Seyahat,718,Araştırma ve Geliştirme,4,4,Mühendislik,1,1191,4,Kadın,92,3,5,Yönetici,1,Boşanmış,19943,18575,4,Hayır,13,3,4,80,1,28,2,3,5,2,4,2
29,Hayır,Seyrek Seyahat,1401,Araştırma ve Geliştirme,6,1,Tıp,1,1192,2,Kadın,54,3,1,Laboratuvar Teknikeri,4,Evli,3131,26342,1,Hayır,13,3,1,80,1,10,5,3,10,8,0,8
19,Hayır,Seyrek Seyahat,645,Araştırma ve Geliştirme,9,2,Fen Bilimleri,1,1193,3,Erkek,54,3,1,Araştırma Bilimcisi,1,Bekar,2552,7172,1,Hayır,25,4,3,80,0,1,4,3,1,1,0,0
45,Hayır,Seyrek Seyahat,1457,Araştırma ve Geliştirme,7,3,Tıp,1,1195,1,Kadın,83,3,1,Araştırma Bilimcisi,3,Evli,4477,20100,4,Evet,19,3,3,80,1,7,2,2,3,2,0,2
37,Hayır,Seyrek Seyahat,977,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,1196,4,Kadın,56,2,2,Üretim Direktörü,4,Evli,6474,9961,1,Hayır,13,3,2,80,1,14,2,2,14,8,3,11
20,Hayır,Seyrek Seyahat,805,Araştırma ve Geliştirme,3,3,Fen Bilimleri,1,1198,1,Erkek,87,2,1,Laboratuvar Teknikeri,3,Bekar,3033,12828,1,Hayır,12,3,1,80,0,2,2,2,2,2,1,2
44,Evet,Seyrek Seyahat,1097,Araştırma ve Geliştirme,10,4,Fen Bilimleri,1,1200,3,Erkek,96,3,1,Araştırma Bilimcisi,3,Bekar,2936,10826,1,Evet,11,3,3,80,0,6,4,3,6,4,0,2
53,Hayır,Seyrek Seyahat,1223,Araştırma ve Geliştirme,7,2,Tıp,1,1201,4,Kadın,50,3,5,Yönetici,3,Boşanmış,18606,18640,3,Hayır,18,3,2,80,1,26,6,3,7,7,4,7
29,Hayır,Seyrek Seyahat,942,Araştırma ve Geliştirme,15,1,Fen Bilimleri,1,1202,2,Kadın,69,1,1,Araştırma Bilimcisi,4,Evli,2168,26933,0,Evet,18,3,1,80,1,6,2,2,5,4,1,3
22,Evet,Sık Seyahat,1256,Araştırma ve Geliştirme,3,4,Fen Bilimleri,1,1203,3,Erkek,48,2,1,Araştırma Bilimcisi,4,Evli,2853,4223,0,Evet,11,3,2,80,1,1,5,3,0,0,0,0
46,Hayır,Seyrek Seyahat,1402,Satış,2,3,Pazarlama,1,1204,3,Kadın,69,3,4,Yönetici,1,Evli,17048,24097,8,Hayır,23,4,1,80,0,28,2,3,26,15,15,9
44,Hayır,Seyahat Etmez,111,Araştırma ve Geliştirme,17,3,Fen Bilimleri,1,1206,4,Erkek,74,1,1,Araştırma Bilimcisi,3,Bekar,2290,4279,2,Hayır,13,3,4,80,0,6,3,3,0,0,0,0
33,Hayır,Seyrek Seyahat,147,İnsan Kaynakları,2,3,İnsan Kaynakları,1,1207,2,Erkek,99,3,1,İnsan Kaynakları,3,Evli,3600,8429,1,Hayır,13,3,4,80,1,5,2,3,5,4,1,4
41,Evet,Seyahat Etmez,906,Araştırma ve Geliştirme,5,2,Fen Bilimleri,1,1210,1,Erkek,95,2,1,Araştırma Bilimcisi,1,Boşanmış,2107,20293,6,Hayır,17,3,1,80,1,5,2,1,1,0,0,0
30,Hayır,Seyrek Seyahat,1329,Satış,29,4,Fen Bilimleri,1,1211,3,Erkek,61,3,2,Satış Yöneticisi,1,Boşanmış,4115,13192,8,Hayır,19,3,3,80,3,8,3,3,4,3,0,3
40,Hayır,Sık Seyahat,1184,Satış,2,4,Tıp,1,1212,2,Erkek,62,3,2,Satış Yöneticisi,2,Evli,4327,25440,5,Hayır,12,3,4,80,3,5,2,3,0,0,0,0
50,Hayır,Sık Seyahat,1421,Araştırma ve Geliştirme,2,3,Tıp,1,1215,4,Kadın,30,3,4,Yönetici,1,Evli,17856,9490,2,Hayır,22,4,3,80,1,32,3,3,2,2,2,2
28,Hayır,Seyrek Seyahat,1179,Araştırma ve Geliştirme,19,4,Tıp,1,1216,4,Erkek,78,2,1,Laboratuvar Teknikeri,1,Evli,3196,12449,1,Hayır,12,3,3,80,3,6,2,3,6,5,3,3
46,Hayır,Seyrek Seyahat,1450,Araştırma ve Geliştirme,15,2,Fen Bilimleri,1,1217,4,Erkek,52,3,5,Araştırma Direktörü,2,Evli,19081,10849,5,Hayır,11,3,1,80,1,25,2,3,4,2,0,3
35,Hayır,Seyrek Seyahat,1361,Satış,17,4,Fen Bilimleri,1,1218,3,Erkek,94,3,2,Satış Yöneticisi,1,Evli,8966,21026,3,Evet,15,3,4,80,3,15,2,3,7,7,1,7
24,Evet,Seyrek Seyahat,984,Araştırma ve Geliştirme,17,2,Fen Bilimleri,1,1219,4,Kadın,97,3,1,Laboratuvar Teknikeri,2,Evli,2210,3372,1,Hayır,13,3,1,80,1,1,3,1,1,0,0,0
33,Hayır,Sık Seyahat,1146,Satış,25,3,Tıp,1,1220,2,Kadın,82,3,2,Satış Yöneticisi,3,Evli,4539,4905,1,Hayır,12,3,1,80,1,10,3,2,10,7,0,1
36,Hayır,Seyrek Seyahat,917,Araştırma ve Geliştirme,6,4,Fen Bilimleri,1,1221,3,Erkek,60,1,1,Laboratuvar Teknikeri,3,Boşanmış,2741,6865,1,Hayır,14,3,3,80,1,7,4,3,7,7,1,7
30,Hayır,Seyrek Seyahat,853,Araştırma ve Geliştirme,7,4,Fen Bilimleri,1,1224,3,Erkek,49,3,2,Laboratuvar Teknikeri,3,Boşanmış,3491,11309,1,Hayır,13,3,1,80,3,10,4,2,10,7,8,9
44,Hayır,Seyrek Seyahat,200,Araştırma ve Geliştirme,29,4,Diğer,1,1225,4,Erkek,32,3,2,Araştırma Bilimcisi,4,Bekar,4541,7744,1,Hayır,25,4,2,80,0,20,3,3,20,11,13,17
20,Hayır,Seyrek Seyahat,654,Satış,21,3,Pazarlama,1,1226,3,Erkek,43,4,1,Satış Temsilcisi,4,Bekar,2678,5050,1,Hayır,17,3,4,80,0,2,2,3,2,1,2,2
46,Hayır,Seyrek Seyahat,150,Araştırma ve Geliştirme,2,4,Mühendislik,1,1228,4,Erkek,60,3,2,Üretim Direktörü,4,Boşanmış,7379,17433,2,Hayır,11,3,3,80,1,12,3,2,6,3,1,4
42,Hayır,Seyahat Etmez,179,İnsan Kaynakları,2,5,Tıp,1,1231,4,Erkek,79,4,2,İnsan Kaynakları,1,Evli,6272,12858,7,Hayır,16,3,1,80,1,10,3,4,4,3,0,3
60,Hayır,Seyrek Seyahat,696,Satış,7,4,Pazarlama,1,1233,2,Erkek,52,4,2,Satış Yöneticisi,4,Boşanmış,5220,10893,0,Evet,18,3,2,80,1,12,3,3,11,7,1,9
32,Hayır,Sık Seyahat,116,Araştırma ve Geliştirme,13,3,Diğer,1,1234,3,Kadın,77,2,1,Laboratuvar Teknikeri,2,Evli,2743,7331,1,Hayır,20,4,3,80,1,2,2,3,2,2,2,2
32,Hayır,Sık Seyahat,1316,Araştırma ve Geliştirme,2,2,Fen Bilimleri,1,1235,4,Kadın,38,3,2,Araştırma Bilimcisi,3,Bekar,4998,2338,4,Evet,14,3,4,80,0,10,2,3,8,7,0,7
36,Hayır,Seyrek Seyahat,363,Araştırma ve Geliştirme,1,3,Mühendislik,1,1237,3,Kadın,77,1,3,Üretim Direktörü,1,Boşanmış,10252,4235,2,Evet,21,4,3,80,1,17,2,3,7,7,7,7
33,Hayır,Seyrek Seyahat,117,Araştırma ve Geliştirme,9,3,Tıp,1,1238,1,Erkek,60,3,1,Araştırma Bilimcisi,4,Evli,2781,6311,0,Hayır,13,3,2,80,1,15,5,3,14,10,4,10
40,Hayır,Seyrek Seyahat,107,Satış,10,3,Mühendislik,1,1239,2,Kadın,84,2,2,Satış Yöneticisi,2,Boşanmış,6852,11591,7,Hayır,12,3,2,80,1,7,2,4,5,1,1,3
25,Hayır,Seyrek Seyahat,1356,Satış,10,4,Fen Bilimleri,1,1240,3,Erkek,57,3,2,Satış Yöneticisi,4,Bekar,4950,20623,0,Hayır,14,3,2,80,0,5,4,3,4,3,1,1
